IssueKey,CommitId,CommitDate,SelectionStrategy,ParentCount,IsMerge,IssueInSubject,ProductionJavaFiles,ProductionJavaPaths,Subject
STORM-1419,b9bf574a11ecdf9957c8c5d526e0528c4e13ea97,2016-01-13T12:21:20-05:00,FIRST_PARENT_MERGE,2,true,true,3,external/storm-solr/src/main/java/org/apache/storm/solr/bolt/SolrUpdateBolt.java | external/storm-solr/src/main/java/org/apache/storm/solr/config/SolrConfig.java | storm-core/src/jvm/org/apache/storm/utils/TupleUtils.java,Merge branch 'STORM-1419' of github.com:vesense/storm into 1.x-branch
STORM-1423,2199ee89de21899ef7db31d2f4e88aad60a53843,2015-12-15T16:05:04-08:00,NON_MERGE,1,false,true,4,storm-core/src/jvm/backtype/storm/security/auth/DefaultHttpCredentialsPlugin.java | storm-core/src/jvm/backtype/storm/security/auth/ReqContext.java | storm-core/src/jvm/backtype/storm/security/auth/digest/ServerCallbackHandler.java | storm-core/src/jvm/backtype/storm/utils/NimbusClient.java,STORM-1423: storm UI in a secure env shows error even when credentials are present.
STORM-1425,ec8739edbccecf125b012f35dbdd90c3e5439103,2016-01-11T11:03:43-06:00,FIRST_PARENT_MERGE,2,true,true,4,external/storm-hbase/src/main/java/org/apache/storm/hbase/bolt/HBaseBolt.java | external/storm-hbase/src/main/java/org/apache/storm/hbase/bolt/HBaseLookupBolt.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/AbstractHdfsBolt.java | external/storm-hive/src/main/java/org/apache/storm/hive/bolt/HiveBolt.java,Merge branch 'ack-tick-tuples' of https://github.com/vesense/storm into STORM-1425
STORM-1426,5978612d2d5f9bd0fb44714d7056dfcc70d57596,2015-12-29T15:08:54+08:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/backtype/storm/messaging/AddressedTuple.java,[STORM-1426] keep backtype.storm.tuple.AddressedTuple and delete duplicated backtype.storm.messaging.AddressedTuple
STORM-1427,759e34c675950f813476686e25b29c4ad6dcd5ef,2015-12-30T17:27:09+08:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/backtype/storm/utils/TupleUtils.java,[STORM-1427] add TupleUtils/listHashCode method and delete tuple.clj
STORM-1449,17732a36f68ccd0db5df5cd18194c4201abd563c,2016-01-11T10:49:12-06:00,FIRST_PARENT_MERGE,2,true,true,1,storm-core/src/jvm/backtype/storm/spout/RawMultiScheme.java,Merge branch 'STORM-1499' of https://github.com/arunmahadevan/storm into STORM-1449
STORM-1452,93a66b8f456d64074d46d014b6e65d42dcb6d311,2016-01-20T17:13:42-05:00,FIRST_PARENT_MERGE,2,true,true,1,storm-core/src/jvm/org/apache/storm/Config.java,Merge branch 'storm-1452-profiler-broken-by-default' of github.com:d2r/storm
STORM-1452,76462f2ae39c7701b3dc5d8508f3ab40a6dec8fd,2016-01-20T17:15:26-05:00,FIRST_PARENT_MERGE,2,true,true,1,storm-core/src/jvm/org/apache/storm/Config.java,Merge branch 'storm-1452-profiler-broken-by-default' of github.com:d2r/storm into 1.x-branch
STORM-1455,0f5abf43dfd02eb878b5ec09b098c224ba8c5bc0,2016-01-19T21:43:22+05:30,NON_MERGE,1,false,true,2,external/storm-kafka/src/jvm/org/apache/storm/kafka/KafkaUtils.java | external/storm-kafka/src/jvm/org/apache/storm/kafka/PartitionManager.java,STORM-1455: Do not reset the emittedOffset for offsetOutOfRangeExceptions
STORM-1455,c1e8ec576a391c9431ec50eb8eb60c083417b4c7,2016-01-19T21:43:22+05:30,NON_MERGE,1,false,true,2,external/storm-kafka/src/jvm/org/apache/storm/kafka/KafkaUtils.java | external/storm-kafka/src/jvm/org/apache/storm/kafka/PartitionManager.java,STORM-1455: Do not reset the emittedOffset for offsetOutOfRangeExceptions
STORM-1455,0bd831687764d1cc818cd97c5d65ef9bdac98101,2016-01-26T23:29:50+05:30,NON_MERGE,1,false,true,3,external/storm-kafka/src/jvm/org/apache/storm/kafka/KafkaSpout.java | external/storm-kafka/src/jvm/org/apache/storm/kafka/PartitionManager.java | external/storm-kafka/src/jvm/org/apache/storm/kafka/trident/TridentKafkaEmitter.java,STORM-1455: Fix build failure
STORM-1455,5eac6855642df52823af9ba13ad12ab5505f9753,2016-01-26T23:29:50+05:30,NON_MERGE,1,false,true,3,external/storm-kafka/src/jvm/org/apache/storm/kafka/KafkaSpout.java | external/storm-kafka/src/jvm/org/apache/storm/kafka/PartitionManager.java | external/storm-kafka/src/jvm/org/apache/storm/kafka/trident/TridentKafkaEmitter.java,STORM-1455: Fix build failure
STORM-1466,1c45fdf482d4a8eeb1e11502a7641f19f246e2e3,2016-01-15T12:07:02-05:00,FIRST_PARENT_MERGE,2,true,true,1,storm-rename-hack/src/main/java/org/apache/storm/hack/StormShadeRequest.java,Merge branch 'STORM-1466' of github.com:knusbaum/incubator-storm
STORM-1466,f3ca588e0b76c0006b0d14fffd2d55a48b3ccf24,2016-01-15T12:08:33-05:00,FIRST_PARENT_MERGE,2,true,true,1,storm-rename-hack/src/main/java/org/apache/storm/hack/StormShadeRequest.java,Merge branch 'STORM-1466' of github.com:knusbaum/incubator-storm into 1.x-branch
STORM-1472,b48f02e39dcbec62a29da6989c98e004b6b1c940,2016-01-13T20:52:59-06:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/scheduler/Cluster.java,[STORM-1472] Fix the errorTime bug and show the time to be readable
STORM-1478,a263787d08056afafa0ae777cdab9644bb1e29a4,2016-01-19T16:26:14+05:30,FIRST_PARENT_MERGE,2,true,true,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/AbstractHdfsBolt.java | external/storm-hive/src/main/java/org/apache/storm/hive/bolt/HiveBolt.java | external/storm-solr/src/main/java/org/apache/storm/solr/bolt/SolrUpdateBolt.java | storm-core/src/jvm/org/apache/storm/utils/TupleUtils.java,Merge branch 'STORM-1478' of https://github.com/vesense/storm into STORM-1478
STORM-1478,b720e2390dc64e304c853be22db62cad70c6bf65,2016-01-25T08:15:21+09:00,FIRST_PARENT_MERGE,2,true,true,4,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/AbstractHdfsBolt.java | external/storm-hive/src/main/java/org/apache/storm/hive/bolt/HiveBolt.java | external/storm-solr/src/main/java/org/apache/storm/solr/bolt/SolrUpdateBolt.java | storm-core/src/jvm/org/apache/storm/utils/TupleUtils.java,Merge branch 'STORM-1478' of https://github.com/vesense/storm into STORM-1478-1.x
STORM-1481,4fb83d926c9cfcdf0abad667cfd7390b1f56f654,2016-01-20T13:57:55-06:00,NON_MERGE,1,false,true,2,storm-core/src/jvm/org/apache/storm/trident/partition/IndexHashGrouping.java | storm-core/src/jvm/org/apache/storm/utils/Utils.java,Merge branch 'STORM-1481' of https://github.com/vesense/storm into STORM-1481
STORM-1481,8b7b2792eecc847cdb5eca940ff6bc2e38b8ba20,2016-01-20T15:44:21-05:00,NON_MERGE,1,false,true,2,storm-core/src/jvm/backtype/storm/utils/Utils.java | storm-core/src/jvm/storm/trident/partition/IndexHashGrouping.java,merge fix for STORM-1481: avoid Math.abs(Integer) get a negative value
STORM-1482,8c591727d3c8eb4384da8c2ea7f26bc7b0c5a02d,2016-01-18T09:54:05+09:00,FIRST_PARENT_MERGE,2,true,true,1,external/storm-redis/src/main/java/org/apache/storm/redis/bolt/RedisStoreBolt.java,Merge branch 'STORM-1482' of https://github.com/vesense/storm into STORM-1482
STORM-1485,ae106d54ae05df334d0b76606fe39a1e3a028db8,2016-01-22T16:13:13-06:00,NON_MERGE,1,false,true,8,storm-core/src/jvm/org/apache/storm/drpc/ReturnResults.java | storm-core/src/jvm/org/apache/storm/messaging/netty/KerberosSaslNettyClient.java | storm-core/src/jvm/org/apache/storm/messaging/netty/KerberosSaslNettyServer.java | storm-core/src/jvm/org/apache/storm/messaging/netty/Login.java | storm-core/src/jvm/org/apache/storm/security/auth/TBackoffConnect.java | storm-core/src/jvm/org/apache/storm/security/auth/ThriftClient.java | storm-core/src/jvm/org/apache/storm/security/auth/kerberos/KerberosSaslTransportPlugin.java | storm-core/src/jvm/org/apache/storm/utils/DRPCClient.java,Merge branch 'STORM-1485' of https://github.com/kishorvpatil/incubator-storm into STORM-1485
STORM-1492,6fbd3d4e8df0c68472308d81c4c824635355dfcd,2016-02-05T15:40:16+09:00,NON_MERGE,1,false,true,1,storm-client/src/jvm/org/apache/storm/utils/Utils.java,"STORM-1492 With nimbus.seeds set to default, a nimbus for localhost may appear ""Offline"""
STORM-1499,1eca8a3398679dce7675e72d91527ac05335bd54,2016-01-07T15:26+05:30,NON_MERGE,1,false,true,1,storm-core/src/jvm/backtype/storm/spout/RawMultiScheme.java,[STORM-1499] Fix Kafka spout to maintain backward compatibility
STORM-1504,e5ca89b292aa8f7a983b29d610f71313594e32e3,2016-02-02T10:27:52-06:00,NON_MERGE,1,false,true,7,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/AbstractAvroSerializer.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/AvroSchemaRegistry.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/AvroUtils.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/ConfluentAvroSerializer.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/FixedAvroSerializer.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/GenericAvroSerializer.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/AvroGenericRecordBolt.java,STORM-1504: Add Serializer and instruction for AvroGenericRecordBolt
STORM-1504,ea9abeb2d67402cf82e80adf6498a30a38b3a0a4,2016-02-02T15:35:39-06:00,NON_MERGE,1,false,true,7,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/AbstractAvroSerializer.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/AvroSchemaRegistry.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/AvroUtils.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/ConfluentAvroSerializer.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/FixedAvroSerializer.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/GenericAvroSerializer.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/AvroGenericRecordBolt.java,STORM-1518: Backport of STORM-1504
STORM-1515,0e5a68e9d2e8d5e79a1af36203f52801ba6d4864,2019-08-13T11:28:31-06:00,NON_MERGE,1,false,true,1,storm-client/src/jvm/org/apache/storm/utils/LocalState.java,STORM-1515: Fix LocalState Corruption
STORM-1515,d212b59cd05d2c67a9b09d0c6a98d241f77824fb,2019-08-13T11:28:31-06:00,NON_MERGE,1,false,true,1,storm-client/src/jvm/org/apache/storm/utils/LocalState.java,STORM-1515: Fix LocalState Corruption
STORM-1517,96bde69a0e0790546427fd1c4a29ae5e4e4af7ae,2016-02-02T16:42:11+05:30,NON_MERGE,1,false,true,3,storm-core/src/jvm/org/apache/storm/trident/Stream.java | storm-core/src/jvm/org/apache/storm/trident/operation/Consumer.java | storm-core/src/jvm/org/apache/storm/trident/operation/impl/ConsumerExecutor.java,[STORM-1517] add peek api in trident stream
STORM-1517,f3f62ea6ff36ea38b9d82ab2cf4940f6bc13ae90,2016-02-02T16:42:11+05:30,NON_MERGE,1,false,true,3,storm-core/src/jvm/org/apache/storm/trident/Stream.java | storm-core/src/jvm/org/apache/storm/trident/operation/Consumer.java | storm-core/src/jvm/org/apache/storm/trident/operation/impl/ConsumerExecutor.java,[STORM-1517] add peek api in trident stream
STORM-1518,ea9abeb2d67402cf82e80adf6498a30a38b3a0a4,2016-02-02T15:35:39-06:00,NON_MERGE,1,false,true,7,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/AbstractAvroSerializer.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/AvroSchemaRegistry.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/AvroUtils.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/ConfluentAvroSerializer.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/FixedAvroSerializer.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/avro/GenericAvroSerializer.java | external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/AvroGenericRecordBolt.java,STORM-1518: Backport of STORM-1504
STORM-1520,25f8b2af7ac007ca4da304e3e25813a4f0079af4,2016-02-04T18:17:15+09:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/utils/StormConnectionStateConverter.java,"STORM-1520 Nimbus Clojure/Zookeeper issue (""stateChanged"" method not found)"
STORM-1520,002564739dde8fec43e799e0f81e2b951a2a5a19,2016-02-04T18:49:03+09:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/utils/StormConnectionStateConverter.java,"STORM-1520 Nimbus Clojure/Zookeeper issue (""stateChanged"" method not found)"
STORM-1520,ed4a55f50f5e73589e2a59c99236651edf0f18b1,2016-02-09T11:26:06+09:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/utils/StormConnectionStateConverter.java,"STORM-1520 Nimbus Clojure/Zookeeper issue (""stateChanged"" method not found)"
STORM-1521,17da503f49e09fbe309416a434cd7f394a7b5470,2016-02-10T11:55:53-08:00,NON_MERGE,1,false,true,1,external/storm-hbase/src/main/java/org/apache/storm/hbase/security/HBaseSecurityUtil.java,Merge branch 'master' of https://github.com/dbahir/storm into STORM-1521
STORM-1532,0e62a2dcd3d7358712cfab8ae18b2251066d0812,2016-02-10T11:23:34+05:30,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/utils/Utils.java,[STORM-1532]: Fix readCommandLineOpts to parse JSON correctly
STORM-1532,b2f8c1b71cd24854c8be064fbd8c0ff8cc18dfaa,2016-02-10T11:23:34+05:30,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/utils/Utils.java,[STORM-1532]: Fix readCommandLineOpts to parse JSON correctly
STORM-1533,8fe6cf7dfbdaaae84e1272af0d4cf9292138da9e,2016-02-09T21:23:51+05:30,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/validation/ConfigValidation.java,STORM-1533: IntegerValidator for metric consumer parallelism hint
STORM-1533,6a1e54f62bb82971dacb6097ceec686dfaca3e3c,2016-02-11T08:44:22-06:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/validation/ConfigValidation.java,Merge branch 'release1' of https://github.com/abhishekagarwal87/storm into STORM-1533
STORM-1534,6a1e54f62bb82971dacb6097ceec686dfaca3e3c,2016-02-11T08:44:22-06:00,NON_MERGE,1,false,false,1,storm-core/src/jvm/org/apache/storm/validation/ConfigValidation.java,Merge branch 'release1' of https://github.com/abhishekagarwal87/storm into STORM-1533
STORM-1535,603a077aec3d8b6495f0f84694c2d21577ae4520,2016-03-31T12:46:25-07:00,NON_MERGE,1,false,true,1,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/common/security/HdfsSecurityUtil.java,STORM-1535: Make sure hdfs key tab login happens only once for multiple bolts/executors.
STORM-1535,6ce8fa812301ddb727c9a6e7f40473e37b74f1a2,2016-03-31T12:46:25-07:00,NON_MERGE,1,false,true,1,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/common/security/HdfsSecurityUtil.java,STORM-1535: Make sure hdfs key tab login happens only once for multiple bolts/executors.
STORM-1535,bc488c23420215db847fd8dde5a1006e319521de,2016-03-31T12:46:25-07:00,NON_MERGE,1,false,true,1,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/common/security/HdfsSecurityUtil.java,STORM-1535: Make sure hdfs key tab login happens only once for multiple bolts/executors.
STORM-1535,534b388a179896c0876400107030350621f085a9,2016-04-21T10:10:26-07:00,NON_MERGE,1,false,true,1,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/common/security/HdfsSecurityUtil.java,STORM-1535: Removing the unnecessary comment.
STORM-1535,87b0f3c895f54b87e0265f7f28984e0e3f310b58,2016-04-21T10:10:26-07:00,NON_MERGE,1,false,true,1,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/common/security/HdfsSecurityUtil.java,STORM-1535: Removing the unnecessary comment.
STORM-1535,9ac4c3f3c06a0d3f3e0bbbfe8b9eb6a44a32557a,2016-04-21T10:10:26-07:00,NON_MERGE,1,false,true,1,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/common/security/HdfsSecurityUtil.java,STORM-1535: Removing the unnecessary comment.
STORM-1540,0f0dea0b4d2b17d6e8dc32e82341b8aec70ef6e9,2016-02-16T15:55:25+05:30,NON_MERGE,1,false,true,2,storm-core/src/jvm/org/apache/storm/serialization/SerializationFactory.java | storm-core/src/jvm/org/apache/storm/trident/tuple/ConsList.java,[STORM-1540] Fix Debug/Sampling for Trident
STORM-1540,d56a22567e9905b88a4af79050658d7cb389674b,2016-02-16T15:55:25+05:30,NON_MERGE,1,false,true,2,storm-core/src/jvm/org/apache/storm/serialization/SerializationFactory.java | storm-core/src/jvm/org/apache/storm/trident/tuple/ConsList.java,[STORM-1540] Fix Debug/Sampling for Trident
STORM-1545,dca0e8476f5e55e5b8f8f064e9e47cfd8c3e27c5,2016-02-18T19:16:12+01:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/metric/FileBasedEventLogger.java,STORM-1545
STORM-1545,02ae42ebe8e42da7a567c2a49309dd6ca4aa5155,2016-02-18T19:32:18+01:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/metric/FileBasedEventLogger.java,STORM-1545 - more common code
STORM-1552,8d6096154ac30bbd3bc390604b6b9376a740c83e,2016-02-15T20:41:03+05:30,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/metric/FileBasedEventLogger.java,[STORM-1552] Fix topology event sampling log dir
STORM-1572,9e65c1141fcd4141da5e46e36acffea0fc29ace4,2016-02-24T10:41:40-06:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/command/CLI.java,STORM-1572: Minor rework
STORM-1576,59d6bd832f21e5479cd056565d8203da5089b863,2016-02-26T00:56:11+05:30,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/topology/TopologyBuilder.java,[STORM-1576] fix ConcurrentModificationException in addCheckpointInputs
STORM-1576,98bc3ae9b6ba1c03d33d7bb1ec61af920ca4659c,2016-02-26T00:56:11+05:30,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/topology/TopologyBuilder.java,[STORM-1576] fix ConcurrentModificationException in addCheckpointInputs
STORM-1579,034f0cf107403100650d6eb65e7168f62133864a,2016-02-28T22:33:21+08:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/utils/ConfigUtils.java,"fix STORM-1579, checks storm.local.dir property/conf when getting storm log dir"
STORM-1592,a6bcfbc45752fde31b27377893e630509b1b193f,2016-03-01T10:58:45-06:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/utils/Utils.java,STORM-1592: clojure code calling into Utils.exitProcess throws ClassCastException
STORM-1594,08938c222e0f81f40c3d9bd3e5231bb86ae6e815,2016-06-27T10:33:28+08:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/tuple/Fields.java,STORM-1594 org.apache.storm.tuple.Fields can throw NPE if given invalid field in selector
STORM-1594,de9b0f7a7869b21db251d44a404644a89e3c9137,2016-06-27T10:33:28+08:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/tuple/Fields.java,STORM-1594 org.apache.storm.tuple.Fields can throw NPE if given invalid field in selector
STORM-1594,fe5157bf35ed21e4ecf2edb7c5bc9d1402713384,2016-06-27T10:33:28+08:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/tuple/Fields.java,STORM-1594 org.apache.storm.tuple.Fields can throw NPE if given invalid field in selector
STORM-1596,51889ae618bef14b77e6e9f621f4941b0095e9cd,2016-03-03T13:41:32-06:00,NON_MERGE,1,false,true,3,storm-core/src/jvm/org/apache/storm/security/auth/AuthUtils.java | storm-core/src/jvm/org/apache/storm/security/auth/kerberos/AutoTGT.java | storm-core/src/jvm/org/apache/storm/security/auth/kerberos/AutoTGTKrb5LoginModule.java,Merge branch 'storm1596' of https://github.com/kishorvpatil/incubator-storm into STORM-1596
STORM-1601,e4eae5f1936a6f61e091653cd14a5a01506290c2,2016-03-04T09:20:21-06:00,FIRST_PARENT_MERGE,2,true,true,1,storm-core/src/jvm/org/apache/storm/cluster/StormClusterStateImpl.java,Merge branch 'storm1601' of https://github.com/kishorvpatil/incubator-storm into STORM-1601
STORM-1602,8965a6c2459841c607fb9587897502581f1e3cdf,2016-03-17T15:53:15+09:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/blobstore/BlobStore.java,STORM-1602 Blobstore UTs are failed on Windows
STORM-1602,8dd66bfb378b7b103694b7d968ad21483f3a3b80,2016-03-17T15:53:15+09:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/blobstore/BlobStore.java,STORM-1602 Blobstore UTs are failed on Windows
STORM-1608,c0bce3e470ca4d502ee4d2ee953e06e0c0fa96c5,2016-03-07T11:30:35+05:30,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/topology/CheckpointTupleForwarder.java,[STORM-1608] Fix stateful topology acking behavior
STORM-1609,2cfa136a4ac1dca7d3ef4169ebdb9b315bcf2cae,2016-03-12T17:47:10-08:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/messaging/netty/Client.java,Merge branch 'netty-best-effort' of https://github.com/redsanket/storm into STORM-1609
STORM-1609,392a49d145a4864731ec1491c269f00de8b2abf7,2016-08-17T13:42:22-04:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/backtype/storm/messaging/netty/Client.java,STORM-1609: Netty Client is not best effort delivery on failed Connection
STORM-1614,5bc15988434bfe4bfb5d4ba317c8fff0283b4ddb,2016-03-09T16:15:46-06:00,NON_MERGE,1,false,true,2,storm-core/src/jvm/org/apache/storm/cluster/IStormClusterState.java | storm-core/src/jvm/org/apache/storm/cluster/StormClusterStateImpl.java,STORM-1614: backpressure changes and initial test
STORM-1614,44050a72bd9708ef2c7fbe9059fe6b0964aaa742,2016-03-11T09:19:11-06:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/cluster/StormClusterStateImpl.java,STORM-1614: make removeWorkerBackpressure consistent with how the node gets created in the first place
STORM-1622,7ad1bfff49f969caade3029982227795ed5a5280,2016-03-20T18:04:02+05:30,NON_MERGE,1,false,true,4,storm-rename-hack/src/main/java/org/apache/storm/hack/DefaultShader.java | storm-rename-hack/src/main/java/org/apache/storm/hack/StormShadeRequest.java | storm-rename-hack/src/main/java/org/apache/storm/hack/relocation/Relocator.java | storm-rename-hack/src/main/java/org/apache/storm/hack/relocation/SimpleRelocator.java,STORM-1622: Rename classes with older third party shaded packages
STORM-1631,f679dac1733e5c20fabfda34634d0470466eb539,2016-03-15T16:43:58-05:00,NON_MERGE,1,false,true,2,storm-core/src/jvm/org/apache/storm/container/ResourceIsolationInterface.java | storm-core/src/jvm/org/apache/storm/container/cgroup/CgroupManager.java,[STORM-1631] - Storm CGroup bug when launching workers as the user that submitted the topology
STORM-1642,4f9d5c013da12284353a2411ef386c07ef210214,2017-04-28T16:11:19-05:00,NON_MERGE,1,false,true,3,storm-client/src/jvm/org/apache/storm/messaging/netty/NettyUncaughtExceptionHandler.java | storm-client/src/jvm/org/apache/storm/messaging/netty/StormServerHandler.java | storm-client/src/jvm/org/apache/storm/utils/Utils.java,STORM-1642: Rethrow exception on serialization error and kill worker
STORM-1646,69a85ec27e081ef61ea65bda0b54804a1cb1504c,2016-09-01T07:33:46+09:00,FIRST_PARENT_MERGE,2,true,true,1,external/storm-kafka/src/jvm/org/apache/storm/kafka/ExponentialBackoffMsgRetryManager.java,Merge branch 'STORM-1646-Kafka-Unit-Tests' of https://github.com/ppoulosk/storm into STORM-1646
STORM-1646,a161cf85ad861ec13c090f9f33eb6e119e0c8c67,2016-09-01T07:40:08+09:00,FIRST_PARENT_MERGE,2,true,true,1,external/storm-kafka/src/jvm/org/apache/storm/kafka/ExponentialBackoffMsgRetryManager.java,Merge branch 'STORM-1646-1.x' into 1.x-branch
STORM-1646,b3dccac90764a96fbc9e2afe043e2599b90e5491,2016-09-01T07:41:11+09:00,FIRST_PARENT_MERGE,2,true,true,1,external/storm-kafka/src/jvm/org/apache/storm/kafka/ExponentialBackoffMsgRetryManager.java,Merge branch 'STORM-1646-1.0.x' into 1.0.x-branch
STORM-1654,c6ed8d0c419dba8bdb479a432d5e7855f78b012b,2016-03-24T11:57:28+09:00,NON_MERGE,1,false,true,2,external/storm-hbase/src/main/java/org/apache/storm/hbase/bolt/AbstractHBaseBolt.java | external/storm-hbase/src/main/java/org/apache/storm/hbase/bolt/HBaseBolt.java,STORM-1654 HBaseBolt creates tick tuples with no interval when we don't set flushIntervalSecs
STORM-1654,be96b250802de1f3b96da4ce382996c7dd055af5,2016-03-24T21:52:54-07:00,NON_MERGE,1,false,true,2,external/storm-hbase/src/main/java/org/apache/storm/hbase/bolt/AbstractHBaseBolt.java | external/storm-hbase/src/main/java/org/apache/storm/hbase/bolt/HBaseBolt.java,Merge branch 'STORM-1654' of http://github.com/HeartSavioR/storm into STORM-1654
STORM-1655,723b08735192895b4a8972c0a8b1a49bb7aae33f,2016-03-24T16:45:24+09:00,NON_MERGE,1,false,true,1,external/flux/flux-core/src/main/java/org/apache/storm/flux/Flux.java,STORM-1655 Flux doesn't set return code to non-zero when there's any exception while deploying topology to remote cluster
STORM-1655,ba2385882e705ebf5c33f5a03b67dc3b14781460,2016-03-24T16:45:24+09:00,NON_MERGE,1,false,true,1,external/flux/flux-core/src/main/java/org/apache/storm/flux/Flux.java,STORM-1655 Flux doesn't set return code to non-zero when there's any exception while deploying topology to remote cluster
STORM-1663,ecf4586bc8f32b2c253c134ed0e7380b0a3f917a,2016-03-30T14:01:08-05:00,NON_MERGE,1,false,true,1,storm-core/src/jvm/org/apache/storm/stats/StatsUtil.java,STORM-1663: Stats couldn't handle null worker HB.
STORM-1665,3ef91b0c2d9bba94e4bce8da9d55b4357f7697eb,2016-03-31T12:55:25-05:00,FIRST_PARENT_MERGE,2,true,false,1,storm-core/src/jvm/org/apache/storm/stats/StatsUtil.java,Merge branch 'STORM-1663' of https://github.com/revans2/incubator-storm into STORM-1663
STORM-1666,3ef91b0c2d9bba94e4bce8da9d55b4357f7697eb,2016-03-31T12:55:25-05:00,FIRST_PARENT_MERGE,2,true,false,1,storm-core/src/jvm/org/apache/storm/stats/StatsUtil.java,Merge branch 'STORM-1663' of https://github.com/revans2/incubator-storm into STORM-1663
STORM-1668,436d7752d9e8deca5b4d83f502eb98491548896f,2016-03-30T16:23:05-07:00,NON_MERGE,1,false,true,1,external/flux/flux-core/src/main/java/org/apache/storm/flux/FluxBuilder.java,STORM-1668: Fix silent failing of flux for setting a non-existent property.
STORM-1668,be09c3c1fd05ec1ed8f8d7768c4023691946d0e2,2016-03-30T16:23:05-07:00,NON_MERGE,1,false,true,1,external/flux/flux-core/src/main/java/org/apache/storm/flux/FluxBuilder.java,STORM-1668: Fix silent failing of flux for setting a non-existent property.
STORM-1669,01062f109e9f05e93eed3c15a52a623f270cfef1,2016-03-31T12:30:35+08:00,NON_MERGE,1,false,true,1,external/storm-solr/src/main/java/org/apache/storm/solr/bolt/SolrUpdateBolt.java,STORM-1669: Fix SolrUpdateBolt flush bug
